id,logged_at,session_id,event_type,market,symbol,detail,cycle_no
1485,2026-07-14T17:08:43.439224+00:00,1e42d58103e5,low_trade_frequency,,,"{""cycle_count"": 50, ""trade_count"": 0, ""ratio"": 0.0, ""top_reasons"": {""domestic:skip:no_action"": 50, ""overseas:skip:no_overseas_candidate"": 50}}",1000
1486,2026-07-14T17:08:43.794984+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 28, ""threshold"": 1.8, ""fallback_used"": false}",1001
1487,2026-07-14T17:12:12.179521+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 200, ""symbol"": ""DNLI"", ""rsi14"": 32.06, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1005
1488,2026-07-14T17:18:56.733406+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 220, ""symbol"": ""DNLI"", ""rsi14"": 40.01, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1015
1489,2026-07-14T17:22:16.704467+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1021
1490,2026-07-14T17:25:19.546117+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:TCBK""]}",1024
1491,2026-07-14T17:25:19.647059+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 240, ""symbol"": ""DNLI"", ""rsi14"": 37.73, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1024
1492,2026-07-14T17:32:57.346967+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 260, ""symbol"": ""DNLI"", ""rsi14"": 47.7, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1034
1493,2026-07-14T17:37:32.058843+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1041
1494,2026-07-14T17:39:00.622271+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 280, ""symbol"": ""DNLI"", ""rsi14"": 46.76, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1042
1495,2026-07-14T17:44:24.792696+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 300, ""symbol"": ""CLSK"", ""rsi14"": 62.1, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1049
1496,2026-07-14T17:49:04.287992+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 320, ""symbol"": ""ERIC"", ""rsi14"": 32.04, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1055
1497,2026-07-14T17:52:45.678094+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1061
1498,2026-07-14T17:54:16.443032+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:ANGO""]}",1062
1499,2026-07-14T17:55:04.820943+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 340, ""symbol"": ""CLSK"", ""rsi14"": 53.76, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1063
1500,2026-07-14T17:56:40.466824+00:00,1e42d58103e5,cb_fired,,,"{""consecutive_losses"": 3, ""type"": ""consecutive""}",1065
1501,2026-07-14T17:58:10.164951+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:TCBK""]}",1067
1502,2026-07-14T18:07:42.981170+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1081
1503,2026-07-14T18:20:12.780538+00:00,8ac19d9c27bf,maintenance_skip,overseas,WBD,"{""reason"": ""open_overseas_order_lookup_failed"", ""error"": ""VTTS3035R http_error=500 EGW00201 초당 거래건수를 초과하였습니다.""}",0
1504,2026-07-14T18:22:25.326791+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1101
1505,2026-07-14T18:23:12.622435+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:ANGO""]}",1101
1506,2026-07-14T18:26:47.512085+00:00,1e42d58103e5,cb_released,,,"{""elapsed_min"": 30.1, ""trigger"": ""auto_cooldown"", ""type"": ""consecutive""}",1106
1507,2026-07-14T18:29:03.110432+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 360, ""symbol"": ""DNLI"", ""rsi14"": 55.45, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1109
1508,2026-07-14T18:34:08.685925+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 380, ""symbol"": ""CLSK"", ""rsi14"": 36.71, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1116
1509,2026-07-14T18:37:05.079685+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1121
1510,2026-07-14T18:37:55.743358+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 400, ""symbol"": ""DNLI"", ""rsi14"": 53.31, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1121
1511,2026-07-14T18:40:11.824127+00:00,dc2fee3055b4,maintenance_skip,overseas,TCBK,"{""reason"": ""open_overseas_order_lookup_failed"", ""error"": ""VTTS3035R http_error=500 EGW00201 초당 거래건수를 초과하였습니다.""}",0
1512,2026-07-14T18:41:29.446895+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 420, ""symbol"": ""GALT"", ""rsi14"": 53.62, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",1126
1513,2026-07-14T18:44:25.623256+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 440, ""symbol"": ""CLSK"", ""rsi14"": 31.22, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1130
1514,2026-07-14T18:48:11.280193+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 460, ""symbol"": ""CLSK"", ""rsi14"": 32.69, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1135
1515,2026-07-14T18:51:49.010682+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1141
1516,2026-07-14T18:52:37.309744+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 480, ""symbol"": ""CLSK"", ""rsi14"": 34.82, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1141
1517,2026-07-14T18:58:33.761373+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 500, ""symbol"": ""CLSK"", ""rsi14"": 36.12, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1149
1518,2026-07-14T19:01:32.169954+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:ERIC""]}",1153
1519,2026-07-14T19:05:56.708161+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 520, ""symbol"": ""CLSK"", ""rsi14"": 43.12, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1159
1520,2026-07-14T19:06:36.564857+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1161
1521,2026-07-14T19:14:58.305126+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 540, ""symbol"": ""ERIC"", ""rsi14"": 34.62, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1171
1522,2026-07-14T19:21:35.525694+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1181
1523,2026-07-14T19:22:22.979296+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 560, ""symbol"": ""ERIC"", ""rsi14"": 34.86, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1181
1524,2026-07-14T19:29:57.596461+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 580, ""symbol"": ""ERIC"", ""rsi14"": 44.88, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1191
1525,2026-07-14T19:36:41.630560+00:00,1e42d58103e5,low_trade_frequency,,,"{""cycle_count"": 50, ""trade_count"": 0, ""ratio"": 0.0, ""top_reasons"": {""domestic:skip:no_action"": 50, ""overseas:skip:no_overseas_candidate"": 50}}",1200
1526,2026-07-14T19:36:42.147138+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1201
1527,2026-07-14T19:37:31.747294+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 600, ""symbol"": ""ERIC"", ""rsi14"": 51.31, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1201
1528,2026-07-14T19:42:41.941955+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CLSK""]}",1208
1529,2026-07-14T19:45:02.195951+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 620, ""symbol"": ""ERIC"", ""rsi14"": 54.16, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1211
1530,2026-07-14T19:51:44.107959+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1221
1531,2026-07-14T19:53:20.423112+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:GALT""]}",1222
1532,2026-07-14T19:53:20.516920+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 640, ""symbol"": ""GALT"", ""rsi14"": 47.75, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1222
1533,2026-07-14T20:00:51.411725+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 660, ""symbol"": ""GALT"", ""rsi14"": 43.33, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""READY""}",1232
1534,2026-07-14T20:06:53.236224+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1241
1535,2026-07-14T20:11:25.044697+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 680, ""symbol"": ""GALT"", ""rsi14"": 30.89, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1246
1536,2026-07-14T20:15:54.400391+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 700, ""symbol"": ""ERIC"", ""rsi14"": 50.87, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1252
1537,2026-07-14T20:21:12.360331+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 720, ""symbol"": ""TSEM"", ""rsi14"": 48.26, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1259
1538,2026-07-14T20:21:53.428750+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1261
1539,2026-07-14T20:28:04.040517+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 740, ""symbol"": ""ERIC"", ""rsi14"": 55.21, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",1268
1540,2026-07-14T20:33:34.815274+00:00,1e42d58103e5,trade_skip,overseas,CLSK,"{""reason"": ""no_orderable_qty"", ""holding_qty"": 308, ""orderable_qty"": 0, ""note"": ""T+2 pending or API delay"", ""retry_after_min"": 5}",1275
1541,2026-07-14T20:34:14.686154+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 760, ""symbol"": ""BANR"", ""rsi14"": 46.29, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",1276
1542,2026-07-14T20:36:28.145372+00:00,1e42d58103e5,session_start,,,"{""profile"": ""paper""}",1
1543,2026-07-14T20:36:33.762070+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",1
1544,2026-07-14T20:39:48.292818+00:00,1e42d58103e5,trade_skip,overseas,CLSK,"{""reason"": ""no_orderable_qty"", ""holding_qty"": 308, ""orderable_qty"": 0, ""note"": ""T+2 pending or API delay"", ""retry_after_min"": 5}",2
1545,2026-07-14T20:39:48.300010+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 20, ""symbol"": ""TREX"", ""rsi14"": 47.28, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",2
1546,2026-07-14T20:40:53.017947+00:00,1e42d58103e5,overseas_signal_suppressed,overseas,LCLN,"{""reason"": ""signal_unavailable"", ""failures"": 3, ""threshold"": 3, ""cooldown_minutes"": 180, ""activity_score"": 173.0721, ""price"": 22.5}",3
1547,2026-07-14T20:43:00.397610+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 40, ""symbol"": ""GEHC"", ""rsi14"": 46.8, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",4
1548,2026-07-14T20:46:17.270248+00:00,1e42d58103e5,trade_skip,overseas,CLSK,"{""reason"": ""no_orderable_qty"", ""holding_qty"": 308, ""orderable_qty"": 0, ""note"": ""T+2 pending or API delay"", ""retry_after_min"": 5}",6
1549,2026-07-14T20:47:52.479144+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 60, ""symbol"": ""TSEM"", ""rsi14"": 52.53, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",7
1550,2026-07-14T20:51:04.327663+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 80, ""symbol"": ""SEI"", ""rsi14"": 62.33, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",9
1551,2026-07-14T20:52:44.309667+00:00,1e42d58103e5,trade_skip,overseas,CLSK,"{""reason"": ""no_orderable_qty"", ""holding_qty"": 308, ""orderable_qty"": 0, ""note"": ""T+2 pending or API delay"", ""retry_after_min"": 5}",10
1552,2026-07-14T20:54:19.945421+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 100, ""symbol"": ""TIMB"", ""rsi14"": 76.0, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",11
1553,2026-07-14T20:57:39.447158+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 120, ""symbol"": ""BANR"", ""rsi14"": 46.29, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",13
1554,2026-07-14T20:59:16.394689+00:00,1e42d58103e5,trade_skip,overseas,CLSK,"{""reason"": ""no_orderable_qty"", ""holding_qty"": 308, ""orderable_qty"": 0, ""note"": ""T+2 pending or API delay"", ""retry_after_min"": 20}",14
1555,2026-07-14T21:00:54.067871+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 140, ""symbol"": ""TIMB"", ""rsi14"": 76.0, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",15
1556,2026-07-14T21:04:05.441536+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 160, ""symbol"": ""UGP"", ""rsi14"": 44.39, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",17
1557,2026-07-14T21:07:22.397235+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 180, ""symbol"": ""UGP"", ""rsi14"": 44.39, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",19
1558,2026-07-14T21:09:00.157825+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",21
1559,2026-07-14T21:10:38.952842+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 200, ""symbol"": ""SB"", ""rsi14"": 49.89, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",21
1560,2026-07-14T21:13:56.551916+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 220, ""symbol"": ""GALT"", ""rsi14"": 52.65, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",23
1561,2026-07-14T21:15:34.980315+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 240, ""symbol"": ""BIIB"", ""rsi14"": 48.17, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",24
1562,2026-07-14T21:18:53.271932+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 260, ""symbol"": ""WFC"", ""rsi14"": 39.01, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+RSI"", ""action_bias"": ""WAIT""}",26
1563,2026-07-14T21:20:31.162117+00:00,1e42d58103e5,trade_skip,overseas,CLSK,"{""reason"": ""no_orderable_qty"", ""holding_qty"": 308, ""orderable_qty"": 0, ""note"": ""T+2 pending or API delay"", ""retry_after_min"": 20}",27
1564,2026-07-14T21:22:05.962269+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 280, ""symbol"": ""BANR"", ""rsi14"": 46.29, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",28
1565,2026-07-14T21:25:22.952351+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 300, ""symbol"": ""TIMB"", ""rsi14"": 76.17, ""threshold"": 30.0, ""strategy_flag"": ""VWAP+VOL+RSI"", ""action_bias"": ""WAIT""}",30
1566,2026-07-14T21:41:43.320964+00:00,1e42d58103e5,trade_skip,overseas,CLSK,"{""reason"": ""no_orderable_qty"", ""holding_qty"": 308, ""orderable_qty"": 0, ""note"": ""T+2 pending or API delay"", ""retry_after_min"": 20}",40
1567,2026-07-14T21:41:44.128497+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 30, ""threshold"": 1.8, ""fallback_used"": false}",41
1568,2026-07-15T00:00:20.424123+00:00,1e42d58103e5,pool_refresh,domestic,,"{""pool_size"": 6, ""top_names"": [""KODEX 코스닥150레버리지"", ""대원전선"", ""RISE 삼성전자SK하이닉스채권혼합50"", ""TIGER 반도체TOP10"", ""SOL AI반도체TOP2플러스""]}",158
1569,2026-07-15T00:05:03.734429+00:00,1e42d58103e5,maintenance_skip,domestic,,"{""reason"": ""domestic_balance_lookup_failed"", ""error"": ""VTTC8434R http_error=500 EGW00215 원장에서 허용 가능한 초당 거래건수를 초과하였습니다.""}",169
1570,2026-07-15T00:11:09.592386+00:00,1e42d58103e5,pool_refresh,domestic,,"{""pool_size"": 20, ""top_names"": [""KODEX SK하이닉스단일종목레버리지"", ""SOL SK하이닉스선물단일종목인버스2X"", ""KODEX 코스닥150레버리지"", ""TIGER SK하이닉스단일종목레버리지"", ""KODEX 삼성전자단일종목레버리지""]}",178
1571,2026-07-15T00:13:34.481143+00:00,1e42d58103e5,trade_skip,domestic,006340,"{""reason"": ""order_rejected"", ""side"": ""buy"", ""rsi14"": 46.08, ""volume_ratio"": 1.318, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0, ""error"": ""VTTC0012U http_error=500 IGW00007 MCA 전문바디 구성 중 오류가 발생하였습니다.""}",178
1572,2026-07-15T00:34:50.439325+00:00,1e42d58103e5,trade_skip,domestic,006340,"{""reason"": ""order_rejected"", ""side"": ""buy"", ""rsi14"": 47.4, ""volume_ratio"": 0.289, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0, ""error"": ""VTTC0012U http_error=500 IGW00007 MCA 전문바디 구성 중 오류가 발생하였습니다.""}",186
