id,logged_at,session_id,event_type,market,symbol,detail,cycle_no
853,2026-07-13T15:09:54.568027+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""pending_buy_order"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",69
854,2026-07-13T15:10:16.050665+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""pending_buy_order"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",70
855,2026-07-13T15:10:39.782215+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""pending_buy_order"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",71
856,2026-07-13T15:10:59.754729+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""pending_buy_order"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",72
857,2026-07-13T15:11:44.204173+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",74
858,2026-07-13T15:12:05.089878+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",75
859,2026-07-13T15:12:26.580285+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",76
860,2026-07-13T15:12:51.295888+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",77
861,2026-07-13T15:13:10.947094+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",78
862,2026-07-13T15:13:32.557128+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",79
863,2026-07-13T15:13:55.146690+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",80
864,2026-07-13T15:14:02.885137+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 9, ""threshold"": 1.8, ""fallback_used"": true}",81
865,2026-07-13T15:14:18.133262+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",81
866,2026-07-13T15:14:40.087319+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",82
867,2026-07-13T15:15:01.574889+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",83
868,2026-07-13T15:15:20.266396+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",84
869,2026-07-13T15:15:43.062088+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",85
870,2026-07-13T15:15:43.141070+00:00,1e42d58103e5,rsi_threshold_blocked,,,"{""blocked_count"": 40, ""symbol"": ""FHB"", ""rsi14"": 30.86, ""threshold"": 30.0, ""strategy_flag"": ""VOL+RSI"", ""action_bias"": ""WAIT""}",85
871,2026-07-13T15:16:05.621734+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",86
872,2026-07-13T15:16:24.434364+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",87
873,2026-07-13T15:16:49.709307+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",88
874,2026-07-13T15:17:16.274086+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",89
875,2026-07-13T15:17:37.056952+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",90
876,2026-07-13T15:17:58.596113+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",91
877,2026-07-13T15:18:21.258625+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",92
878,2026-07-13T15:18:40.946119+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",93
879,2026-07-13T15:19:03.595058+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",94
880,2026-07-13T15:19:27.590586+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",95
881,2026-07-13T15:19:47.386731+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",96
882,2026-07-13T15:20:11.009639+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",97
883,2026-07-13T15:20:35.900403+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",98
884,2026-07-13T15:20:56.706556+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",99
885,2026-07-13T15:21:19.030953+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",100
886,2026-07-13T15:21:24.960527+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 10, ""threshold"": 1.8, ""fallback_used"": true}",101
887,2026-07-13T15:21:45.657885+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",101
888,2026-07-13T15:22:05.724333+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",102
889,2026-07-13T15:22:29.616793+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",103
890,2026-07-13T15:22:53.916001+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",104
891,2026-07-13T15:23:16.069537+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",105
892,2026-07-13T15:23:37.599742+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",106
893,2026-07-13T15:24:03.205298+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",107
894,2026-07-13T15:24:25.396278+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",108
895,2026-07-13T15:24:50.615234+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",109
896,2026-07-13T15:25:15.313860+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",110
897,2026-07-13T15:25:37.130742+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",111
898,2026-07-13T15:25:58.652475+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",112
899,2026-07-13T15:26:25.578266+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",113
900,2026-07-13T15:26:46.703751+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",114
901,2026-07-13T15:27:12.638284+00:00,1e42d58103e5,session_start,,,"{""profile"": ""paper""}",1
902,2026-07-13T15:27:17.544374+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 9, ""threshold"": 1.8, ""fallback_used"": false}",1
903,2026-07-13T15:27:44.854439+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",1
904,2026-07-13T15:28:08.725470+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",2
905,2026-07-13T15:28:32.415198+00:00,1e42d58103e5,overseas_signal_suppressed,overseas,ARCI,"{""reason"": ""signal_unavailable"", ""failures"": 3, ""threshold"": 3, ""cooldown_minutes"": 180, ""activity_score"": 35.194, ""price"": 10.05}",3
906,2026-07-13T15:28:32.529123+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",3
907,2026-07-13T15:28:58.244805+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",4
908,2026-07-13T15:29:18.415006+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",5
909,2026-07-13T15:29:39.771832+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",6
910,2026-07-13T15:30:07.644247+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",7
911,2026-07-13T15:30:29.993819+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",8
912,2026-07-13T15:30:49.609237+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",9
913,2026-07-13T15:31:16.565856+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",10
914,2026-07-13T15:31:35.691409+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",11
915,2026-07-13T15:31:55.688776+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",12
916,2026-07-13T15:32:24.989918+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",13
917,2026-07-13T15:32:43.928917+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",14
918,2026-07-13T15:33:05.071842+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",15
919,2026-07-13T15:33:31.889592+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",16
920,2026-07-13T15:33:52.018197+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",17
921,2026-07-13T15:34:12.038753+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",18
922,2026-07-13T15:34:38.914855+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",19
923,2026-07-13T15:34:59.305984+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",20
924,2026-07-13T15:35:06.574896+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 11, ""threshold"": 1.8, ""fallback_used"": false}",21
925,2026-07-13T15:35:26.063449+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",21
926,2026-07-13T15:36:01.016910+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",22
927,2026-07-13T15:36:25.487027+00:00,1e42d58103e5,overseas_signal_suppressed,overseas,HACQ,"{""reason"": ""signal_unavailable"", ""failures"": 3, ""threshold"": 3, ""cooldown_minutes"": 180, ""activity_score"": 35.2, ""price"": 10.06}",23
928,2026-07-13T15:36:25.598489+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",23
929,2026-07-13T15:36:45.585965+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",24
930,2026-07-13T15:37:17.257080+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",25
931,2026-07-13T15:37:38.299798+00:00,1e42d58103e5,lab_position_state_cleanup,,,"{""count"": 1, ""markets"": [""overseas""], ""symbols"": [""overseas:CRAN""]}",26
932,2026-07-13T15:37:39.748001+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",26
933,2026-07-13T15:37:57.598393+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",27
934,2026-07-13T15:38:24.223852+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",28
935,2026-07-13T15:38:44.835580+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",29
936,2026-07-13T15:39:04.934247+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",30
937,2026-07-13T15:39:30.606598+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",31
938,2026-07-13T15:39:48.797455+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",32
939,2026-07-13T15:40:08.718309+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",33
940,2026-07-13T15:40:35.685325+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",34
941,2026-07-13T15:40:53.817257+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",35
942,2026-07-13T15:41:13.697222+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",36
943,2026-07-13T15:41:40.730391+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",37
944,2026-07-13T15:41:57.722811+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",38
945,2026-07-13T15:42:20.195803+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",39
946,2026-07-13T15:42:45.623907+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",40
947,2026-07-13T15:42:47.500950+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 11, ""threshold"": 1.8, ""fallback_used"": false}",41
948,2026-07-13T15:43:04.287662+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",41
949,2026-07-13T15:43:25.235488+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",42
950,2026-07-13T15:43:52.065570+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",43
951,2026-07-13T15:44:11.256979+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",44
952,2026-07-13T15:44:31.374783+00:00,1e42d58103e5,trade_skip,overseas,CRAN,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 46.61, ""volume_ratio"": 5.0, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",45
953,2026-07-13T15:49:53.444080+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 11, ""threshold"": 1.8, ""fallback_used"": false}",61
954,2026-07-13T15:56:58.042419+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 11, ""threshold"": 1.8, ""fallback_used"": false}",81
955,2026-07-13T15:58:45.980560+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 61.58, ""volume_ratio"": 7.107, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",85
956,2026-07-13T15:59:05.252660+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 61.58, ""volume_ratio"": 7.107, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",86
957,2026-07-13T15:59:25.259898+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 61.58, ""volume_ratio"": 7.107, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",87
958,2026-07-13T15:59:51.202697+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 61.79, ""volume_ratio"": 7.21, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",88
959,2026-07-13T16:00:09.205445+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 61.79, ""volume_ratio"": 7.21, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",89
960,2026-07-13T16:00:30.166942+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 61.79, ""volume_ratio"": 7.21, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",90
961,2026-07-13T16:04:05.126335+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 57.22, ""volume_ratio"": 2.302, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",100
962,2026-07-13T16:04:05.131160+00:00,1e42d58103e5,low_trade_frequency,,,"{""cycle_count"": 50, ""trade_count"": 0, ""ratio"": 0.0, ""top_reasons"": {""domestic:skip:no_action"": 50, ""overseas:skip:no_overseas_candidate"": 43, ""overseas:skip:slot_budget_insufficient"": 7}}",100
963,2026-07-13T16:04:07.105799+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 11, ""threshold"": 1.8, ""fallback_used"": false}",101
964,2026-07-13T16:04:25.165860+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 57.22, ""volume_ratio"": 2.302, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",101
965,2026-07-13T16:04:43.693992+00:00,1e42d58103e5,trade_skip,overseas,TCBK,"{""reason"": ""slot_budget_insufficient"", ""side"": ""buy"", ""rsi14"": 57.22, ""volume_ratio"": 2.302, ""exit_cooldown_remaining"": 0.0, ""cb_active"": 0}",102
966,2026-07-13T16:07:57.724760+00:00,1e42d58103e5,session_start,,,"{""profile"": ""paper""}",1
967,2026-07-13T16:08:02.630848+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 11, ""threshold"": 1.8, ""fallback_used"": false}",1
968,2026-07-13T16:09:18.111836+00:00,1e42d58103e5,overseas_signal_suppressed,overseas,HACQ,"{""reason"": ""signal_unavailable"", ""failures"": 3, ""threshold"": 3, ""cooldown_minutes"": 180, ""activity_score"": 35.2, ""price"": 10.06}",3
969,2026-07-13T16:09:20.830157+00:00,1e42d58103e5,overseas_signal_suppressed,overseas,ARCI,"{""reason"": ""signal_unavailable"", ""failures"": 3, ""threshold"": 3, ""cooldown_minutes"": 180, ""activity_score"": 35.194, ""price"": 10.05}",3
970,2026-07-13T16:15:20.345592+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 11, ""threshold"": 1.8, ""fallback_used"": false}",21
971,2026-07-13T16:22:26.297300+00:00,1e42d58103e5,tv_scan,overseas,,"{""pool_size"": 12, ""threshold"": 1.8, ""fallback_used"": false}",41
972,2026-07-13T16:25:57.111963+00:00,1e42d58103e5,low_trade_frequency,,,"{""cycle_count"": 50, ""trade_count"": 0, ""ratio"": 0.0, ""top_reasons"": {""domestic:skip:no_action"": 50, ""overseas:skip:no_overseas_candidate"": 50}}",50
