id,created_at,direction,command,text,success,error
52,2026-07-13T15:39:05.980221+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:38
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
53,2026-07-13T15:39:31.595216+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:39
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
54,2026-07-13T15:39:49.836806+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:39
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
55,2026-07-13T15:40:09.697976+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:39
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
56,2026-07-13T15:40:36.673294+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:40
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
57,2026-07-13T15:40:54.818864+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:40
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
58,2026-07-13T15:41:14.672046+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:40
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
59,2026-07-13T15:41:41.677307+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:41
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
60,2026-07-13T15:41:58.727401+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:41
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
61,2026-07-13T15:42:21.176013+00:00,sent,,"[KIS][거래알림]
시각=7월 14일 00:42
시장=해외
종목=CRAN
동작=주문거부
가격=$10.2000
수량=-
지표=RSI 46.6, 거래량 5.0x, 분봉 상방
사유=slot_budget_insufficient
주문거부=1건 (slot_budget_insufficient)",1,
