id,created_at,market,symbol,exchange_code,side,order_kind,requested_qty,requested_price,strategy_flag,entry_by,exit_by,status,reason,broker_order_no,is_virtual,payload_json
349,2026-07-13T15:13:15.167874+00:00,overseas,CRAN,NASD,BUY,limit,384,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041204,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041204"", ""ORD_TMD"": ""001315""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
350,2026-07-13T15:13:36.793616+00:00,overseas,CRAN,NASD,BUY,limit,345,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041206,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041206"", ""ORD_TMD"": ""001336""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
351,2026-07-13T15:14:00.583288+00:00,overseas,CRAN,NASD,BUY,limit,311,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041211,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041211"", ""ORD_TMD"": ""001400""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
352,2026-07-13T15:14:21.110646+00:00,overseas,CRAN,NASD,BUY,limit,280,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041216,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041216"", ""ORD_TMD"": ""001421""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
353,2026-07-13T15:14:43.096680+00:00,overseas,CRAN,NASD,BUY,limit,252,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041223,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041223"", ""ORD_TMD"": ""001443""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
354,2026-07-13T15:15:05.981393+00:00,overseas,CRAN,NASD,BUY,limit,226,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041227,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041227"", ""ORD_TMD"": ""001505""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
355,2026-07-13T15:15:24.497578+00:00,overseas,CRAN,NASD,BUY,limit,204,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041230,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041230"", ""ORD_TMD"": ""001524""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
356,2026-07-13T15:15:46.069578+00:00,overseas,CRAN,NASD,BUY,limit,183,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041234,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041234"", ""ORD_TMD"": ""001546""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
357,2026-07-13T15:16:09.921736+00:00,overseas,CRAN,NASD,BUY,limit,165,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041238,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041238"", ""ORD_TMD"": ""001609""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
358,2026-07-13T15:16:31.205322+00:00,overseas,CRAN,NASD,BUY,limit,149,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041241,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041241"", ""ORD_TMD"": ""001631""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
359,2026-07-13T15:16:55.176859+00:00,overseas,CRAN,NASD,BUY,limit,134,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041243,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041243"", ""ORD_TMD"": ""001655""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
360,2026-07-13T15:17:21.849375+00:00,overseas,CRAN,NASD,BUY,limit,120,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041249,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041249"", ""ORD_TMD"": ""001721""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
361,2026-07-13T15:17:41.245227+00:00,overseas,CRAN,NASD,BUY,limit,108,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041254,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041254"", ""ORD_TMD"": ""001741""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
362,2026-07-13T15:18:02.896016+00:00,overseas,CRAN,NASD,BUY,limit,97,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041259,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041259"", ""ORD_TMD"": ""001802""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
363,2026-07-13T15:18:26.779715+00:00,overseas,CRAN,NASD,BUY,limit,88,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041268,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041268"", ""ORD_TMD"": ""001826""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
364,2026-07-13T15:18:44.083273+00:00,overseas,CRAN,NASD,BUY,limit,79,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041271,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041271"", ""ORD_TMD"": ""001844""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
365,2026-07-13T15:19:07.967871+00:00,overseas,CRAN,NASD,BUY,limit,71,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041279,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041279"", ""ORD_TMD"": ""001907""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
366,2026-07-13T15:19:31.831248+00:00,overseas,CRAN,NASD,BUY,limit,64,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041284,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041284"", ""ORD_TMD"": ""001931""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
367,2026-07-13T15:19:53.006124+00:00,overseas,CRAN,NASD,BUY,limit,58,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041287,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041287"", ""ORD_TMD"": ""001952""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
368,2026-07-13T15:20:15.250995+00:00,overseas,CRAN,NASD,BUY,limit,52,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041292,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041292"", ""ORD_TMD"": ""002015""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
369,2026-07-13T15:20:40.172843+00:00,overseas,CRAN,NASD,BUY,limit,47,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041297,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041297"", ""ORD_TMD"": ""002040""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
370,2026-07-13T15:21:02.108732+00:00,overseas,CRAN,NASD,BUY,limit,42,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041299,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041299"", ""ORD_TMD"": ""002102""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
371,2026-07-13T15:21:23.276811+00:00,overseas,CRAN,NASD,BUY,limit,38,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041307,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041307"", ""ORD_TMD"": ""002123""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
372,2026-07-13T15:21:49.966385+00:00,overseas,CRAN,NASD,BUY,limit,34,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041310,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041310"", ""ORD_TMD"": ""002149""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
373,2026-07-13T15:22:11.232564+00:00,overseas,CRAN,NASD,BUY,limit,30,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041312,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041312"", ""ORD_TMD"": ""002211""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
374,2026-07-13T15:22:35.072645+00:00,overseas,CRAN,NASD,BUY,limit,27,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041315,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041315"", ""ORD_TMD"": ""002235""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
375,2026-07-13T15:22:58.185539+00:00,overseas,CRAN,NASD,BUY,limit,25,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041319,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041319"", ""ORD_TMD"": ""002258""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
376,2026-07-13T15:23:19.096319+00:00,overseas,CRAN,NASD,BUY,limit,22,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041323,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041323"", ""ORD_TMD"": ""002319""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
377,2026-07-13T15:23:41.957101+00:00,overseas,CRAN,NASD,BUY,limit,20,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041327,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041327"", ""ORD_TMD"": ""002341""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
378,2026-07-13T15:24:07.497416+00:00,overseas,CRAN,NASD,BUY,limit,18,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041331,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041331"", ""ORD_TMD"": ""002407""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
379,2026-07-13T15:24:30.823798+00:00,overseas,CRAN,NASD,BUY,limit,16,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041334,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041334"", ""ORD_TMD"": ""002430""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
380,2026-07-13T15:24:54.878294+00:00,overseas,CRAN,NASD,BUY,limit,15,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041336,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041336"", ""ORD_TMD"": ""002454""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
381,2026-07-13T15:25:20.915058+00:00,overseas,CRAN,NASD,BUY,limit,13,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041339,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041339"", ""ORD_TMD"": ""002520""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
382,2026-07-13T15:25:40.078697+00:00,overseas,CRAN,NASD,BUY,limit,12,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041343,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041343"", ""ORD_TMD"": ""002540""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
383,2026-07-13T15:26:02.863848+00:00,overseas,CRAN,NASD,BUY,limit,11,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041347,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041347"", ""ORD_TMD"": ""002602""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
384,2026-07-13T15:26:29.863458+00:00,overseas,CRAN,NASD,BUY,limit,10,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041351,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041351"", ""ORD_TMD"": ""002629""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
385,2026-07-13T15:26:52.171747+00:00,overseas,CRAN,NASD,BUY,limit,9,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041352,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041352"", ""ORD_TMD"": ""002652""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
386,2026-07-13T15:27:49.160857+00:00,overseas,CRAN,NASD,BUY,limit,8,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,[VWAP+VOL+RSI] pullback_entry,0000041373,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041373"", ""ORD_TMD"": ""002749""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
387,2026-07-13T15:28:14.209095+00:00,overseas,CRAN,NASD,BUY,limit,7,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041377,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041377"", ""ORD_TMD"": ""002814""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
388,2026-07-13T15:28:36.815312+00:00,overseas,CRAN,NASD,BUY,limit,6,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041380,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041380"", ""ORD_TMD"": ""002836""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
389,2026-07-13T15:29:02.521533+00:00,overseas,CRAN,NASD,BUY,limit,6,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041394,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041394"", ""ORD_TMD"": ""002902""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
390,2026-07-13T15:29:23.907201+00:00,overseas,CRAN,NASD,BUY,limit,5,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041397,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041397"", ""ORD_TMD"": ""002923""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
391,2026-07-13T15:29:45.254047+00:00,overseas,CRAN,NASD,BUY,limit,4,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041401,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041401"", ""ORD_TMD"": ""002945""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
392,2026-07-13T15:30:13.146834+00:00,overseas,CRAN,NASD,BUY,limit,4,10.2,VWAP+VOL+RSI,VWAP,,SUBMITTED,pullback_entry,0000041409,0,"{""response"": {""rt_cd"": ""0"", ""msg_cd"": ""40600000"", ""msg1"": ""모의투자 매수주문이 완료 되었습니다."", ""output"": {""KRX_FWDG_ORD_ORGNO"": ""00950"", ""ODNO"": ""0000041409"", ""ORD_TMD"": ""003013""}}, ""order_division"": ""00"", ""reference_price"": 10.2}"
