id,logged_at,market,symbol,exchange_code,action_bias,action_reason,price,pnl_pct,holding_qty,rsi14,volume_ratio,intraday_momentum,intraday_bar_return,minute_ma_fast,minute_ma_slow,activity_score,cycle_no,realized_pnl_usd,realized_pnl_krw,session_id,strategy_flag,entry_by,is_session_trade
5787,2026-07-02T15:00:51.115754+00:00,overseas,MSTR,NASD,WAIT,volume_low,101.04,,0,56.9379183549386,0.06911222558551006,0.0012472906403940519,0.0004587517227800549,101.1635,101.65694285714285,66.5347,1,,,be85b669ba1f,,,1
5788,2026-07-02T15:00:51.124127+00:00,overseas,HOOD,NASD,WAIT,volume_low,115.47,,0,62.282149085552106,0.11084419969543222,-0.00765150206180519,-0.0023334197562872357,115.83834444444445,116.66167142857144,62.7047,1,,,be85b669ba1f,,,1
5789,2026-07-02T15:00:51.129309+00:00,overseas,AAPL,NASD,WAIT,volume_low,306.94,,0,71.1764258295937,0.14488586278031748,0.006268002094789279,0.0018150535391915237,305.9183111111111,302.94309999999996,57.3699,1,,,be85b669ba1f,,,1
5790,2026-07-02T15:00:51.134439+00:00,overseas,PLTR,NASD,WAIT,volume_low,129.6979,,0,41.32289283664526,0.06964203058923853,-0.004300100458187331,-0.0007684032580297705,130.24823333333333,130.79139523809522,55.1773,1,,,be85b669ba1f,,,1
5791,2026-07-02T15:00:51.139558+00:00,overseas,COIN,NASD,WAIT,volume_low,166.84,,0,54.51302570826799,0.06436338126972992,-0.002893530917098117,-0.0005738487234549145,167.64641111111112,169.09599047619048,54.7093,1,,,be85b669ba1f,,,1
5792,2026-07-02T15:00:51.145144+00:00,overseas,NFLX,NASD,WAIT,volume_low,76.865,,0,53.797022482144236,0.22703101802121176,0.004786313181031148,0.0011708078574214804,76.54954444444445,75.99877619047619,54.6308,1,,,be85b669ba1f,,,1
5793,2026-07-02T15:00:51.150855+00:00,overseas,SQQQ,NASD,WAIT,volume_low,38.86,,0,45.93760932630831,0.10594887080368842,-0.0006409282906775889,0.0008997141023096196,38.651444444444444,38.02300952380953,53.8099,1,,,be85b669ba1f,,,1
5794,2026-07-02T15:00:51.156465+00:00,overseas,PFE,NYSE,WAIT,volume_low,24.525,,0,64.87295515009927,0.040298438723345466,-0.00040758100672515034,0.0,24.470555555555553,24.35025238095238,52.3351,1,,,be85b669ba1f,,,1
5795,2026-07-02T15:00:51.161649+00:00,overseas,NKE,NYSE,WAIT,volume_low,43.825,,0,58.226829257266076,0.07693435398523114,-0.0035252617205279433,-0.0012500028512838803,43.84213333333334,44.135914285714286,49.0818,1,,,be85b669ba1f,,,1
5796,2026-07-02T15:00:51.167063+00:00,overseas,MSFT,NASD,WAIT,volume_low,389.54,,0,41.868728179030775,0.13011709777435748,-0.0003588915378502047,-0.0004101407295378868,389.5133333333333,387.50902380952385,48.763,1,,,be85b669ba1f,,,1
5797,2026-07-02T15:00:51.172189+00:00,overseas,AMZN,NASD,WAIT,volume_low,244.7417,,0,50.72309255633497,0.12372834753918065,6.118328472667297e-05,-0.00016311883206912992,244.815,243.59828571428574,48.4199,1,,,be85b669ba1f,,,1
5798,2026-07-02T15:00:51.177601+00:00,overseas,T,NYSE,WAIT,volume_low,20.5946,,0,50.87717120813651,0.13291125008081348,-0.0014629333514781144,-0.002577907671095734,20.628688888888888,20.724447619047616,48.309,1,,,be85b669ba1f,,,1
5799,2026-07-02T15:00:51.182684+00:00,overseas,ADBE,NASD,WAIT,signal_unavailable,218.29,,0,,,,,,,48.0869,1,,,be85b669ba1f,,,1
5800,2026-07-02T15:00:51.187660+00:00,overseas,BA,NYSE,WAIT,signal_unavailable,225.2,,0,,,,,,,46.8408,1,,,be85b669ba1f,,,1
5801,2026-07-02T15:00:51.192323+00:00,overseas,KO,NYSE,WAIT,signal_unavailable,82.72,,0,,,,,,,46.8305,1,,,be85b669ba1f,,,1
5802,2026-07-02T15:00:51.197181+00:00,overseas,SMCI,NASD,WAIT,signal_unavailable,27.655,,0,,,,,,,46.3049,1,,,be85b669ba1f,,,1
5803,2026-07-02T15:00:51.201784+00:00,overseas,NVDA,NASD,WAIT,signal_unavailable,195.8,,0,,,,,,,45.8633,1,,,be85b669ba1f,,,1
