id,logged_at,market,symbol,exchange_code,action_bias,action_reason,price,pnl_pct,holding_qty,rsi14,volume_ratio,intraday_momentum,intraday_bar_return,minute_ma_fast,minute_ma_slow,activity_score,cycle_no,realized_pnl_usd,realized_pnl_krw,session_id,strategy_flag,entry_by,is_session_trade,vwap,macd_line,macd_signal,macd_golden,breakout_distance_pct,atr,spread_pct,consecutive_losses,hold_cycles,entry_price,qty_executed,net_pnl_usd,net_pnl_krw,commission_usd,commission_krw,is_virtual,orderable_qty,stock_name,hold_duration_min,entry_time,exit_cooldown_remaining,cb_active,pool_size
44597,2026-07-09T18:27:56.043031+00:00,overseas,ALNY,NASD,SKIP,sell:no_orderable_qty,322.85,,61,,,,,,,3.0336,2,,,0d5e3918d02d,RSI,RSI,1,,,,,,,,1,,,,,,,,,0,ALNY,,,24.32,1,21
44598,2026-07-09T18:27:58.778972+00:00,overseas,SMPL,NASD,SELL_REAL,momentum_loss_cut,13.165,-0.006714953976158173,1801,40.761373146544415,0.3248430792805713,0.0,-0.0007567158531971084,13.188233333333335,13.242576190476191,549.1937,2,-160.28900000000075,-216390.150000001,0d5e3918d02d,VWAP,VWAP,0,13.360552525510807,-0.051122354217746135,-0.06424953850731363,0,-0.004898266767143896,0.05709999999999993,0.0,2,0,13.265,1801,-299.589504,-404445.83,59.763842,80681.19,0,1801,SMPL,2.54,2026-07-09T18:25:26.637413+00:00,,1,21
44613,2026-07-09T18:29:01.640238+00:00,overseas,SMPL,NASD,SKIP,sell:no_orderable_qty,13.16,,1801,40.42506148088639,0.9781145938724792,-0.0034078000757288853,-0.004161937192584163,13.183233333333334,13.240433333333334,541.1968,3,,,0d5e3918d02d,VWAP,VWAP,1,13.358810065691126,-0.05471209780748865,-0.06496748722526213,0,-0.008289374529012768,0.06335000000000002,0.0,2,,,,,,,,,0,SMPL,,,10.95,1,21
44657,2026-07-09T18:41:03.983500+00:00,overseas,BCAR,NASD,BUY_REAL,[VWAP] strategy_buy_signal,10.41,0.0,2485,53.454400307994604,0.00014394840889025374,0.0,0.0,10.412777777777778,10.412014285714285,36.2851,1,0.0,0.0,1249ea10d7b3,VWAP,VWAP,1,10.409753690800965,-0.000655704662856138,-7.387584015033547e-06,0,-0.0009596928982725324,0.004762500000000225,0.0,0,,10.41,2485,0.0,0.0,64.672125,0.0,0,0,BCAR,0.0,2026-07-09T18:41:03.983500+00:00,0.0,0,23
44823,2026-07-09T18:53:06.672062+00:00,overseas,PSKY,NASD,BUY_REAL,[VOL] strategy_buy_signal,9.4,0.0,2528,66.97795886962474,2.9148476920958637,0.001065530101225337,-0.002124269782262302,9.3718,9.348933333333333,-664.335,12,0.0,0.0,1249ea10d7b3,VOL,VOL,1,9.298100200132284,0.0330976850656981,0.03158172881757418,0,-0.0021231422505307404,0.026474999999999582,0.0,0,,9.4,2528,0.0,0.0,59.408,0.0,0,0,PSKY,0.0,2026-07-09T18:53:06.672062+00:00,0.0,0,23
44899,2026-07-09T18:58:44.139504+00:00,overseas,SMPL,NASD,BUY_REAL,[RSI] strategy_buy_signal,13.1537,0.0,1647,49.31451199866234,0.6929972798828813,0.003815337657382597,0.004198473282442727,13.152777777777779,13.15757619047619,531.295,17,0.0,0.0,1249ea10d7b3,RSI,RSI,1,13.30432225280161,-0.04744600148599076,-0.047861948605677745,1,-0.0019954476479513736,0.04499999999999993,0.0,0,,13.1537,1647,0.0,0.0,54.16036,0.0,0,0,SMPL,0.0,2026-07-09T18:58:44.139504+00:00,0.0,0,23
45140,2026-07-09T19:16:50.398171+00:00,overseas,PSKY,NASD,SELL_REAL,trend_filter_lost,9.365,-0.002980943255615934,2528,63.755637390045436,0.853063963905364,-0.00477707006369426,-0.004248539564524604,9.400733333333333,9.372642857142857,-741.2621,33,-70.78400000000119,-95558.4000000016,1249ea10d7b3,VOL,VOL,1,9.323640093205327,0.028356656184330475,0.030227784255156483,0,-0.00583864118895963,0.028574999999999795,0.0,1,0,9.4,2528,-207.562499,-280209.37,59.674499,80560.57,0,2528,PSKY,23.73,2026-07-09T18:53:06.681803+00:00,,0,25
45201,2026-07-09T19:21:26.350012+00:00,overseas,PCAP,NASD,SKIP,sell:no_orderable_qty,10.295,,610,59.2899968934594,0.3827751196172249,0.0,0.0,10.295,10.294761904761904,36.288,37,,,1249ea10d7b3,VWAP,VWAP,1,10.294415130780283,0.0009335787853679278,0.001458969286072742,0,0.0,0.0,0.0,1,,,,,,,,,0,PCAP,,,0.0,0,25
45202,2026-07-09T19:21:29.138062+00:00,overseas,BBIO,NASD,SKIP,sell:net_profit_below_cost,90.885,,293,48.001365144059356,0.020471587540784788,-0.006828362285589424,0.0002200583154535514,91.58111111111111,91.49476190476192,3252.6751,37,,,1249ea10d7b3,VWAP,VWAP,1,90.517463935847,0.18785428391989,0.3442867590961357,0,-0.017831090938563696,0.5093749999999968,0.0,0,,,,,,,,,293,BBIO,,,8.0,0,25
45248,2026-07-09T19:25:01.966815+00:00,overseas,SMPL,NASD,SELL_REAL,trend_filter_lost,13.14,-0.0007604562737642424,1647,43.65798648017782,0.9739010359744247,-0.00793350963354731,-0.004171406901782307,13.17,13.170909523809522,511.4128,40,-16.46999999999965,-22234.499999999527,1249ea10d7b3,RSI,RSI,1,13.280035566283246,-0.02217707059868168,-0.03261655722266184,0,-0.010914565299209603,0.07062499999999972,0.0,1,0,13.1537,1647,-131.274026,-177219.94,54.549767,73642.19,0,1647,SMPL,26.3,2026-07-09T18:58:44.151725+00:00,,0,25
45265,2026-07-09T19:26:23.240266+00:00,overseas,MSEX,NASD,BUY_REAL,[VWAP] strategy_buy_signal,54.125,0.0,522,58.57427328768821,0.13942307692307693,0.005015790451421199,0.00595016734845668,53.82611111111111,53.96357142857143,-224.2907,41,0.0,0.0,1249ea10d7b3,VWAP,VWAP,1,53.829194019090835,-0.06823203880944817,-0.08763600140572178,1,0.0019437245464642146,0.31625000000000103,0.0,1,,54.125,522,0.0,0.0,70.633125,0.0,0,0,MSEX,0.0,2026-07-09T19:26:23.240266+00:00,0.0,0,30
45282,2026-07-09T19:27:46.454321+00:00,overseas,PCAP,NASD,SKIP,sell:no_orderable_qty,10.295,,213,56.989558106715435,0.5201214882308277,0.0,0.0,10.295,10.29452380952381,36.289,42,,,1249ea10d7b3,VWAP,VWAP,1,10.2955263945029,0.0004211548531660725,0.0007016198140113691,0,0.0,0.0,0.0,1,,,,,,,,,0,PCAP,,,0.0,0,30
45331,2026-07-09T19:31:45.518001+00:00,overseas,BCAR,NASD,SKIP,sell:net_profit_below_cost,10.4105,,2485,44.33656361408515,0.009421303565820653,0.0,0.0,10.414111111111112,10.413471428571428,36.5984,45,,,1249ea10d7b3,VWAP,VWAP,1,10.410609671153615,-0.0006209232859486491,-0.0003579293699551095,0,-0.0009117082533588461,0.003675000000000317,0.0,0,,,,,,,,,2485,BCAR,,,8.0,0,30
46486,2026-07-10T00:04:12.654056+00:00,domestic,233740,,SELL_REAL,partial_profit_lock,7420.0,0.027700831024930747,135,,,,,,,116.6716,162,,27000.0,91ac639b6d9f,VOL,VOL,0,,,,,,,,0,0,7235.0,135,,24678.24,,150.25,0,135,KODEX 코스닥150레버리지,1055.2,2026-07-09T06:29:00.645413+00:00,,0,4
46567,2026-07-10T00:12:34.192873+00:00,domestic,233740,,BUY_REAL,domestic_buy,7475.0,0.0,117,35.121729707710614,0.2847650611984525,-0.009940357852882704,-0.005326231691078562,7521.666666666667,7422.619047619048,118.261,166,,0.0,91ac639b6d9f,RSI,RSI,1,7365.199345878193,55.17865852759769,51.59879942085439,0,-0.021596858638743454,105.625,0.0013386880856760374,0,,7475.0,117,,0.0,,131.19,0,117,KODEX 코스닥150레버리지,0.0,2026-07-10T00:12:34.192873+00:00,0.0,0,4
46608,2026-07-10T00:16:28.599023+00:00,domestic,233740,,SELL_REAL,partial_profit_lock,7580.0,0.01812723151864014,117,,,,,,,114.2057,168,,15790.085999999956,91ac639b6d9f,RSI,RSI,1,,,,,,,,0,0,7475.0,117,,12020.78,,133.03,0,117,KODEX 코스닥150레버리지,3.91,2026-07-10T00:12:34.192858+00:00,,0,4
46748,2026-07-10T00:31:05.953477+00:00,domestic,233740,,BUY_REAL,domestic_buy,7735.0,0.0,113,48.35939771136655,0.8382291954658557,0.005829015544041451,0.005177993527508091,7645.555555555556,7605.952380952381,121.6435,175,,0.0,91ac639b6d9f,RSI,RSI,1,7445.64660887473,68.17239239862465,57.39211214677031,0,-0.003865979381443299,83.125,0.0006466214031684449,0,,7735.0,113,,0.0,,131.11,0,113,KODEX 코스닥150레버리지,0.0,2026-07-10T00:31:05.953477+00:00,0.0,0,4
46809,2026-07-10T00:37:17.685182+00:00,domestic,233740,,SELL_REAL,atr_hard_stop,7590.0,-0.01874595992243051,113,,,,,,,112.0794,178,,-16385.0,91ac639b6d9f,RSI,RSI,1,,,,,,,,1,0,7730.0,113,,-16079.67,,128.65,0,113,KODEX 코스닥150레버리지,6.2,2026-07-10T00:31:05.953458+00:00,,0,4
46882,2026-07-10T00:45:54.566681+00:00,domestic,0162Z0,,SELL_REAL,partial_profit_lock,14270.0,0.019618255496757067,69,,,,,,,107.0364,181,,18945.054000000047,91ac639b6d9f,VWAP,VWAP,0,,,,,,,,0,0,14020.0,69,,16957.2,,147.69,0,69,RISE 삼성전자SK하이닉스채권혼합50,1096.74,2026-07-09T06:29:10.245524+00:00,,0,20
46915,2026-07-10T00:50:31.762688+00:00,domestic,069500,,SELL_REAL,time_exit_profit,120780.0,0.04262252627489911,8,,,,,,,120.2661,182,,39500.0,91ac639b6d9f,VWAP,VWAP,0,,,,,,,,0,0,116165.0,8,,36635.67,,144.94,0,8,KODEX 200,1101.63,2026-07-09T06:28:53.897669+00:00,,0,20
46947,2026-07-10T00:55:04.017011+00:00,domestic,229200,,SELL_REAL,partial_profit_lock,14355.0,0.04972577696526508,71,,,,,,,116.4359,183,,48280.0,91ac639b6d9f,VWAP,VWAP,0,,,,,,,,0,0,13685.0,71,,47271.37,,152.88,0,71,KODEX 코스닥150,1105.95,2026-07-09T06:29:07.296963+00:00,,0,20
46979,2026-07-10T00:59:52.849302+00:00,domestic,002990,,BUY_REAL,domestic_buy,16840.0,0.0,52,34.79674688026792,0.8915554449710169,0.01066350710900474,-0.008715862870424172,17006.666666666668,16660.95238095238,112.8284,184,,0.0,91ac639b6d9f,RSI,RSI,1,17162.628518021585,82.19587698325267,22.918161797990187,0,-0.02434782608695652,290.0,0.000594000594000594,0,,16840.0,52,,0.0,,131.35,0,52,금호건설,0.0,2026-07-10T00:59:52.849302+00:00,0.0,0,20
46980,2026-07-10T00:59:53.137812+00:00,domestic,379800,,BUY_REAL,domestic_buy,25715.0,0.0,34,50.734269498319364,0.2406741449859752,0.00038880248833592535,0.00019436345966958212,25725.777777777777,25735.095238095237,116.2535,184,,0.0,91ac639b6d9f,VWAP,VWAP,1,25624.617940489363,-8.03341597826875,-7.222459723013808,0,-0.000582977069568597,11.25,0.00019445794846864364,0,,25715.0,34,,0.0,,131.15,0,34,KODEX 미국S&P500,0.0,2026-07-10T00:59:53.137812+00:00,0.0,0,20
46981,2026-07-10T00:59:54.892767+00:00,domestic,0162Z0,,BUY_REAL,domestic_buy,14345.0,0.0,61,51.97622985571656,1.0117110038537809,0.0,0.0,14326.666666666666,14291.666666666666,110.159,184,,0.0,91ac639b6d9f,VWAP,VWAP,1,14236.145262531272,24.17180424217804,17.61947066268928,0,-0.0017397355601948504,21.25,0.0003486142583231654,0,,14345.0,61,,0.0,,131.26,0,61,RISE 삼성전자SK하이닉스채권혼합50,0.0,2026-07-10T00:59:54.892767+00:00,0.0,0,20
46982,2026-07-10T00:59:55.237775+00:00,domestic,073240,,BUY_REAL,domestic_buy,6990.0,0.0,126,39.920845730832916,1.8923827143424607,0.027181688125894134,0.0056022408963585435,7030.0,6922.380952380952,110.2392,184,,0.0,91ac639b6d9f,RSI,RSI,1,6595.641244689222,91.00363362063763,77.975123267937,0,-0.02100840336134454,93.75,0.0014316392269148174,0,,6990.0,126,,0.0,,132.11,0,126,금호타이어,0.0,2026-07-10T00:59:55.237775+00:00,0.0,0,20
