id,logged_at,market,symbol,exchange_code,action_bias,action_reason,price,pnl_pct,holding_qty,rsi14,volume_ratio,intraday_momentum,intraday_bar_return,minute_ma_fast,minute_ma_slow,activity_score,cycle_no,realized_pnl_usd,realized_pnl_krw,session_id,strategy_flag,entry_by,is_session_trade,vwap,macd_line,macd_signal,macd_golden,breakout_distance_pct,atr,spread_pct,consecutive_losses,hold_cycles
20463,2026-07-06T15:01:10.709324+00:00,overseas,NEE,NYSE,WAIT,signal_unavailable,87.3875,-0.00430125904403803,133,,,,,,,0.0,345,,,d5e88212d785,,,1,,,,,,,,,
20464,2026-07-06T15:01:10.718890+00:00,overseas,NKE,NYSE,WAIT,signal_unavailable,42.04,-0.03864623828035669,90,,,,,,,0.0,345,,,d5e88212d785,,,1,,,,,,,,,
20465,2026-07-06T15:01:10.728479+00:00,overseas,PFE,NYSE,WAIT,signal_unavailable,23.635,-0.029443166885676688,421,,,,,,,0.0,345,,,d5e88212d785,,,1,,,,,,,,,
20466,2026-07-06T15:01:10.738098+00:00,overseas,V,NYSE,WAIT,signal_unavailable,353.23,-0.0190507928573411,20,,,,,,,0.0,345,,,d5e88212d785,,,1,,,,,,,,,
20467,2026-07-06T15:01:39.914289+00:00,overseas,LWAY,NASD,HOLD,vr=0.2x mom=+1.76%,30.435,0.010491716192436632,942,55.4744835125706,0.15414676508901431,0.017552657973921717,-0.0022947057859367412,29.877777777777776,30.166428571428572,25.4521,346,,,d5e88212d785,VOL,VOL,1,,,,,,,,,
20468,2026-07-06T15:01:39.925261+00:00,overseas,ABBV,NYSE,WAIT,signal_unavailable,256.23,-0.018689441231664796,29,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20469,2026-07-06T15:01:39.935693+00:00,overseas,CVX,NYSE,WAIT,signal_unavailable,168.15,-0.001543851315242509,19,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20470,2026-07-06T15:01:39.944838+00:00,overseas,KO,NYSE,WAIT,signal_unavailable,82.885,-0.00991459117243025,87,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20471,2026-07-06T15:01:39.953631+00:00,overseas,MA,NYSE,WAIT,signal_unavailable,527.905,-0.019598557361948373,7,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20472,2026-07-06T15:01:39.962810+00:00,overseas,NEE,NYSE,WAIT,signal_unavailable,87.255,-0.00581097248333624,133,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20473,2026-07-06T15:01:39.971633+00:00,overseas,NKE,NYSE,WAIT,signal_unavailable,42.045,-0.03853190029727865,90,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20474,2026-07-06T15:01:39.980655+00:00,overseas,PFE,NYSE,WAIT,signal_unavailable,23.64,-0.02923784494086727,421,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20475,2026-07-06T15:01:39.994458+00:00,overseas,V,NYSE,WAIT,signal_unavailable,352.97,-0.01977283456913535,20,,,,,,,0.0,346,,,d5e88212d785,,,1,,,,,,,,,
20476,2026-07-06T15:02:11.672904+00:00,overseas,LWAY,NASD,HOLD,vr=0.3x mom=+1.76%,30.435,0.010491716192436632,942,55.4744835125706,0.28006947459834997,0.017552657973921717,-0.0022947057859367412,29.877777777777776,30.166428571428572,25.4521,347,,,d5e88212d785,VOL,VOL,1,,,,,,,,,
20477,2026-07-06T15:02:11.683692+00:00,overseas,ABBV,NYSE,WAIT,signal_unavailable,256.23,-0.018689441231664796,29,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20478,2026-07-06T15:02:11.693785+00:00,overseas,CVX,NYSE,WAIT,signal_unavailable,168.15,-0.001543851315242509,19,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20479,2026-07-06T15:02:11.704163+00:00,overseas,KO,NYSE,WAIT,signal_unavailable,82.885,-0.00991459117243025,87,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20480,2026-07-06T15:02:11.714858+00:00,overseas,MA,NYSE,WAIT,signal_unavailable,527.905,-0.019598557361948373,7,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20481,2026-07-06T15:02:11.725287+00:00,overseas,NEE,NYSE,WAIT,signal_unavailable,87.255,-0.00581097248333624,133,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20482,2026-07-06T15:02:11.735797+00:00,overseas,NKE,NYSE,WAIT,signal_unavailable,42.045,-0.03853190029727865,90,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20483,2026-07-06T15:02:11.747381+00:00,overseas,PFE,NYSE,WAIT,signal_unavailable,23.64,-0.02923784494086727,421,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20484,2026-07-06T15:02:11.758309+00:00,overseas,V,NYSE,WAIT,signal_unavailable,352.97,-0.01977283456913535,20,,,,,,,0.0,347,,,d5e88212d785,,,1,,,,,,,,,
20485,2026-07-06T15:02:40.924429+00:00,overseas,LWAY,NASD,HOLD,vr=0.3x mom=+1.76%,30.435,0.010491716192436632,942,55.4744835125706,0.28006947459834997,0.017552657973921717,-0.0022947057859367412,29.877777777777776,30.166428571428572,25.4531,348,,,d5e88212d785,VOL,VOL,1,,,,,,,,,
20486,2026-07-06T15:02:40.934694+00:00,overseas,ABBV,NYSE,WAIT,signal_unavailable,256.0,-0.019570296043813003,29,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20487,2026-07-06T15:02:40.943555+00:00,overseas,CVX,NYSE,WAIT,signal_unavailable,168.06,-0.002078261385903416,19,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20488,2026-07-06T15:02:40.952292+00:00,overseas,KO,NYSE,WAIT,signal_unavailable,82.88,-0.009974317625276329,87,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20489,2026-07-06T15:02:40.960868+00:00,overseas,MA,NYSE,WAIT,signal_unavailable,527.64,-0.02009070345319409,7,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20490,2026-07-06T15:02:40.968980+00:00,overseas,NEE,NYSE,WAIT,signal_unavailable,87.2,-0.006437645986441038,133,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20491,2026-07-06T15:02:40.976930+00:00,overseas,NKE,NYSE,WAIT,signal_unavailable,42.015,-0.03921792819574654,90,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20492,2026-07-06T15:02:40.985468+00:00,overseas,PFE,NYSE,WAIT,signal_unavailable,23.645,-0.02903252299605785,421,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20493,2026-07-06T15:02:40.994266+00:00,overseas,V,NYSE,WAIT,signal_unavailable,352.69,-0.020550417951067726,20,,,,,,,0.0,348,,,d5e88212d785,,,1,,,,,,,,,
20494,2026-07-06T15:03:08.832442+00:00,overseas,LWAY,NASD,HOLD,vr=0.3x mom=+1.76%,30.435,0.010491716192436632,942,55.4744835125706,0.28006947459834997,0.017552657973921717,-0.0022947057859367412,29.877777777777776,30.166428571428572,25.4532,349,,,d5e88212d785,VOL,VOL,1,,,,,,,,,
20495,2026-07-06T15:03:08.843354+00:00,overseas,ABBV,NYSE,WAIT,signal_unavailable,256.0,-0.019570296043813003,29,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
20496,2026-07-06T15:03:08.852176+00:00,overseas,CVX,NYSE,WAIT,signal_unavailable,168.06,-0.002078261385903416,19,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
20497,2026-07-06T15:03:08.860456+00:00,overseas,KO,NYSE,WAIT,signal_unavailable,82.88,-0.009974317625276329,87,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
20498,2026-07-06T15:03:08.869327+00:00,overseas,MA,NYSE,WAIT,signal_unavailable,527.64,-0.02009070345319409,7,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
20499,2026-07-06T15:03:08.877821+00:00,overseas,NEE,NYSE,WAIT,signal_unavailable,87.2,-0.006437645986441038,133,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
20500,2026-07-06T15:03:08.886153+00:00,overseas,NKE,NYSE,WAIT,signal_unavailable,42.015,-0.03921792819574654,90,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
20501,2026-07-06T15:03:08.894969+00:00,overseas,PFE,NYSE,WAIT,signal_unavailable,23.645,-0.02903252299605785,421,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
20502,2026-07-06T15:03:08.904078+00:00,overseas,V,NYSE,WAIT,signal_unavailable,352.69,-0.020550417951067726,20,,,,,,,0.0,349,,,d5e88212d785,,,1,,,,,,,,,
